,Symbol,PAM_freq,MutSig2CV_qvalue,Fusion_freq,CNA_freq,CNA_locus,CNA_type,GISTIC_residual_q_value,Act_freq,LoF_freq,OM_type_selected,OM_empirical_p_value,OM_empirical_q_value,Genes_in_locus,Final_mutation_type,Final_freq,Delta_over_PAM,Pathway_Length,Pathway_Name,Somatically_Mutated_Genes,Amplified_Genes,Deleted_Genes,ME_pvalues
51,ACOX1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
52,ACP1,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
53,ACP2,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
54,ACP5,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
55,ACPP,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
56,ACRV1,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
58,ACTA1,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
59,ACTA2,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
60,ACTB,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
62,ACTBP2,0.0,,,,,,,,,,,,,,,,1,,,,,
63,ACTBP3,0.0,,,,,,,,,,,,,,,,1,,,,,
64,ACTBP4,0.0,,,,,,,,,,,,,,,,1,,,,,
66,ACTBP6,0.0,,,,,,,,,,,,,,,,1,,,,,
67,ACTBP7,0.0,,,,,,,,,,,,,,,,1,,,,,
68,ACTBP8,0.0,,,,,,,,,,,,,,,,1,,,,,
69,ACTBP9,0.0,,,,,,,,,,,,,,,,1,,,,,
70,ACTC1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
71,ACTG1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
72,ACTG2,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
73,ACTG1P1,0.0,,,,,,,,,,,,,,,,1,,,,,
74,ACTG1P2,0.0,,,,,,,,,,,,,,,,1,,,,,
75,ACTG1P3,0.0,,,,,,,,,,,,,,,,1,,,,,
131149,OTOL1,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
81,ACTN4,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
82,ACTG1P9,0.0,,,,,,,,,,,,,,,,1,,,,,
83,ACTG1P10,0.0,,,,,,,,,,,,,,,,1,,,,,
86,ACTL6A,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
87,ACTN1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
88,ACTN2,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
89,ACTN3,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
90,ACVR1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
91,ACVR1B,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
92,ACVR2A,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
93,ACVR2B,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
94,ACVRL1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
95,ACY1,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
97,ACYP1,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
98,ACYP2,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
100,ADA,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
101,ADAM8,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
102,ADAM10,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
103,ADAR,0.0,1.0,0.0,0.0375,1q21.3,Amp,0.00029562,0.0375,0.0,,,,,,,,1,,,,,
104,ADARB1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
105,ADARB2,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
131177,FAM3D,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
107,ADCY1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
108,ADCY2,0.0,1.0,0.00625,,,,,,,,,,,,,,1,,,,,
109,ADCY3,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
100133171,SPANXB2,0.0,,,,,,,,,,,,,,,,1,,,,,
111,ADCY5,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
112,ADCY6,0.00625,1.0,0.0,,,,,,,,,,,,,,1,,,,,
113,ADCY7,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
114,ADCY8,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
115,ADCY9,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
116,ADCYAP1,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
117,ADCYAP1R1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
118,ADD1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
119,ADD2,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
120,ADD3,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
131185,RAD23BP1,0.0,,,,,,,,,,,,,,,,1,,,,,
123,PLIN2,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
124,ADH1A,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
125,ADH1B,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
126,ADH1C,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
127,ADH4,0.0125,1.0,,,,,,,,,,,,,,,1,,,,,
128,ADH5,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
130,ADH6,0.00625,1.0,0.0,,,,,,,,,,,,,,1,,,,,
131,ADH7,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
132,ADK,0.0,1.0,0.00625,,,,,,,,,,,,,,1,,,,,
133,ADM,0.0,1.0,,0.00625,11p15.4,Del,0.00064285,0.0,0.00625,,,,,,,,1,,,,,
134,ADORA1,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
135,ADORA2A,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
136,ADORA2B,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
137,ADORA2BP1,0.0,,,,,,,,,,,,,,,,1,,,,,
140,ADORA3,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
141,ADPRH,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
142,PARP1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
143,PARP4,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
144,PARP1P1,0.0,,,,,,,,,,,,,,,,1,,,,,
145,PARP1P2,0.0,,,,,,,,,,,,,,,,1,,,,,
146,ADRA1D,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
147,ADRA1B,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
148,ADRA1A,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
150,ADRA2A,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
151,ADRA2B,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
152,ADRA2C,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
153,ADRB1,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
154,ADRB2,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
155,ADRB3,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
156,ADRBK1,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
157,ADRBK2,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
158,ADSL,0.0,1.0,0.0,0.0,22q13.31,Del,0.044123,0.0,0.0,,,,,,,,1,,,,,
159,ADSS,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
160,AP2A1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
161,AP2A2,0.0,1.0,0.0,0.00625,11p15.4,Del,0.00064285,0.00625,0.00625,,,,,,,,1,,,,,
162,AP1B1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
163,AP2B1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
164,AP1G1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
165,AEBP1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
166,AES,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
167,CRISP1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
172,AFG3L1P,0.0,,,,,,,,,,,,,,,,1,,,,,
173,AFM,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
174,AFP,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
175,AGA,0.0,1.0,0.0,0.0,4q34.2,Del,0.0037239,0.0,0.0,,,,,,,,1,,,,,
176,ACAN,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
177,AGER,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
178,AGL,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
181,AGRP,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
182,JAG1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
183,AGT,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
185,AGTR1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
186,AGTR2,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
187,APLNR,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
101056699,TRK-CTT7-1,0.0,,,,,,,,,,,,,,,,1,,,,,
189,AGXT,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
190,NR0B1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
191,AHCY,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
196,AHR,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
197,AHSG,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
199,AIF1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
202,AIM1,0.00625,1.0,,,,,,,,,,,,,,,1,,,,,
203,AK1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
204,AK2,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
205,AK4,0.0,,,,,,,,,,,,,,,,1,,,,,
206,AK4P1,0.0,,,,,,,,,,,,,,,,1,,,,,
207,AKT1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
208,AKT2,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
210,ALAD,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
211,ALAS1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
212,ALAS2,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
213,ALB,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
214,ALCAM,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
215,ABCD1,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
216,ALDH1A1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
217,ALDH2,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
218,ALDH3A1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
219,ALDH1B1,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
220,ALDH1A3,0.00625,1.0,0.0,,,,,,,,,,,,,,1,,,,,
221,ALDH3B1,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
222,ALDH3B2,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
223,ALDH9A1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
224,ALDH3A2,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
225,ABCD2,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
226,ALDOA,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
228,ALDOAP2,0.0,,,,,,,,,,,,,,,,1,,,,,
229,ALDOB,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
230,ALDOC,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
231,AKR1B1,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
236,AKR1B1P2,0.0,,,,,,,,,,,,,,,,1,,,,,
238,ALK,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
239,ALOX12,0.00625,1.0,0.0,,,,,,,,,,,,,,1,,,,,
240,ALOX5,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
241,ALOX5AP,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
242,ALOX12B,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
243,ALOX12P1,0.0,,,,,,,,,,,,,,,,1,,,,,
244,ANXA8L2,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
245,ALOX12P2,0.0,,,,,,,,,,,,,,,,1,,,,,
246,ALOX15,0.00625,1.0,,,,,,,,,,,,,,,1,,,,,
247,ALOX15B,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
248,ALPI,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
249,ALPL,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
250,ALPP,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
251,ALPPL2,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
100419733,ZNF839P1,0.0,,,,,,,,,,,,,,,,1,,,,,
257,ALX3,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
258,AMBN,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
259,AMBP,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
262,AMD1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
263,AMD1P2,0.0,,,,,,,,,,,,,,,,1,,,,,
265,AMELX,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
266,AMELY,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
267,AMFR,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
268,AMH,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
269,AMHR2,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
270,AMPD1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
271,AMPD2,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
272,AMPD3,0.0,1.0,0.00625,,,,,,,,,,,,,,1,,,,,
273,AMPH,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
274,BIN1,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
275,AMT,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
276,AMY1A,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
277,AMY1B,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
278,AMY1C,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
279,AMY2A,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
280,AMY2B,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
281,AMYP1,0.0,,,,,,,,,,,,,,,,1,,,,,
283,ANG,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
284,ANGPT1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
285,ANGPT2,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
286,ANK1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
287,ANK2,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
288,ANK3,0.00625,1.0,0.0,,,,,,,,,,,,,,1,,,,,
390831,PMM2P1,0.0,,,,,,,,,,,,,,,,1,,,,,
290,ANPEP,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
291,SLC25A4,0.0,1.0,,0.0,4q34.2,Del,0.0037239,0.0,0.0,,,,,,,,1,,,,,
292,SLC25A5,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
293,SLC25A6,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
131368,ZPLD1,0.00625,1.0,0.0,,,,,,,,,,,,,,1,,,,,
301,ANXA1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
302,ANXA2,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
303,ANXA2P1,0.0,,,,,,,,,,,,,,,,1,,,,,
304,ANXA2P2,0.0,,,,,,,,,,,,,,,,1,,,,,
305,ANXA2P3,0.0,,,,,,,,,,,,,,,,1,,,,,
306,ANXA3,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
307,ANXA4,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
308,ANXA5,0.00625,1.0,,,,,,,,,,,,,,,1,,,,,
309,ANXA6,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
310,ANXA7,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
311,ANXA11,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
312,ANXA13,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
313,AOAH,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
314,AOC2,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
316,AOX1,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
317,APAF1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
318,NUDT2,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
319,APOF,0.0,1.0,,0.0125,12q13.3,Amp,0.028953,0.0125,0.0,,,,,,,,1,,,,,
320,APBA1,0.00625,1.0,0.0,,,,,,,,,,,,,,1,,,,,
321,APBA2,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
322,APBB1,0.00625,1.0,0.0,0.00625,11p15.4,Del,0.00064285,0.00625,0.0125,,,,,,,,1,,,,,
323,APBB2,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
324,APC,0.00625,1.0,0.0,,,,,,,,,,,,,,1,,,,,
325,APCS,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
326,AIRE,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
327,APEH,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
328,APEX1,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
329,BIRC2,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
330,BIRC3,0.00625,1.0,0.0,,,,,,,,,,,,,,1,,,,,
331,XIAP,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
332,BIRC5,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
333,APLP1,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
334,APLP2,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
335,APOA1,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
336,APOA2,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
337,APOA4,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
338,APOB,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
339,APOBEC1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
131408,FAM131A,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
341,APOC1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
342,APOC1P1,0.0,,,,,,,,,,,,,,,,1,,,,,
343,AQP8,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
344,APOC2,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
345,APOC3,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
346,APOC4,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
347,APOD,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
348,APOE,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
100533107,RTEL1-TNFRSF6B,0.0,,,,,,,,,,,,,,,,1,,,,,
350,APOH,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
351,APP,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
353,APRT,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
354,KLK3,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
355,FAS,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
356,FASLG,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
357,SHROOM2,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
358,AQP1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
359,AQP2,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
360,AQP3,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
361,AQP4,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
362,AQP5,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
363,AQP6,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
364,AQP7,0.00625,1.0,0.0,,,,,,,,,,,,,,1,,,,,
366,AQP9,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
367,AR,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
368,ABCC6,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
369,ARAF,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
100533111,ZNF670-ZNF695,0.0,,,,,,,,,,,,,,,,1,,,,,
372,ARCN1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
373,TRIM23,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
374,AREG,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
375,ARF1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
390848,RPS15AP35,0.0,,,,,,,,,,,,,,,,1,,,,,
377,ARF3,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
378,ARF4,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
379,ARL4D,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
380,ARF4P1,0.0,,,,,,,,,,,,,,,,1,,,,,
381,ARF5,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
382,ARF6,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
383,ARG1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
384,ARG2,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
131450,CD200R1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
387,RHOA,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
388,RHOB,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
389,RHOC,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
390,RND3,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
391,RHOG,0.0,1.0,0.0,0.00625,11p15.4,Del,0.00064285,0.0,0.00625,,,,,,,,1,,,,,
392,ARHGAP1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
393,ARHGAP4,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
394,ARHGAP5,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
395,ARHGAP6,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
396,ARHGDIA,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
397,ARHGDIB,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
398,ARHGDIG,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
399,RHOH,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
400,ARL1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
401,PHOX2A,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
402,ARL2,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
403,ARL3,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
131474,CHCHD4,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
405,ARNT,0.0125,1.0,0.0,0.0375,1q21.3,Amp,0.00029562,0.05,0.0125,Act,0.037,0.037,1,Act,0.05,0.037500000000000006,1,,,,,
406,ARNTL,0.00625,1.0,0.0,,,,,,,,,,,,,,1,,,,,
407,ARR3,0.0,1.0,,,,,,,,,,,,,,,1,,,,,
408,ARRB1,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
409,ARRB2,0.0,1.0,0.0,,,,,,,,,,,,,,1,,,,,
410,ARSA,0.0,1.0,,0.00625,22q13.31,Del,0.044123,0.0,0.00625,,,,,,,,1,,,,,
